numeroProcesso;classeJudicial;dataChegada;nomeTarefa;descricaoUltimoMovimento;tagsProcessoList;assuntoPrincipal;ultimoMovimento
0000773-18.2010.8.05.0216;MSCiv;24/05/2024, 12:00:55;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Prova Pré-constituída;24/05/2024, 12:00:55
0001432-95.2008.8.05.0216;ProceComCiv;24/05/2024, 14:08:15;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;24/05/2024, 14:08:15
0001858-34.2013.8.05.0216;ProceComCiv;24/05/2024, 14:09:10;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;24/05/2024, 14:09:10
0000219-10.2015.8.05.0216;ProceComCiv;24/05/2024, 14:21:15;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;24/05/2024, 14:21:15
8002197-02.2023.8.05.0216;Monito;26/05/2024, 20:51:13;Minutar ato de julgamento;Decorrido prazo de OLIVEIRA TAVARES SERRARIA LTDA - ME em 27/03/2024 23:59.;digito 00-19;Contratos Bancários;01/08/2024, 20:38:18
0000266-18.2014.8.05.0216;Interd;26/05/2024, 21:10:08;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, Idoso ou Vulnerável, UNIJUD;Interdição;26/05/2024, 21:10:08
0000525-81.2012.8.05.0216;Usucap;26/05/2024, 21:11:48;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Aquisição;26/05/2024, 21:11:48
8001414-10.2023.8.05.0216;AlEsp;27/05/2024, 09:26:12;Minutar ato de julgamento;Conclusos para julgamento;AUDIÊNCIA DESIGNADA, digito 00-19;Alimentos;02/05/2024, 14:37:28
8001715-54.2023.8.05.0216;DivLit;27/05/2024, 09:37:26;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Dissolução;08/05/2024, 12:44:11
0000210-87.2011.8.05.0216;ACPCiv;27/05/2024, 14:22:56;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Tutela Inibitória (Obrigação de Fazer e Não Fazer);27/05/2024, 14:22:55
8000187-87.2020.8.05.0216;DivLit;27/05/2024, 14:46:39;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Simulação de Autoridade para Celebração de Casamento;27/05/2024, 14:46:39
0001079-16.2012.8.05.0216;Interd;27/05/2024, 15:29:45;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, Idoso ou Vulnerável, UNIJUD;Interdição;27/05/2024, 15:29:45
0001185-46.2010.8.05.0216;ExTiEx;27/05/2024, 15:30:35;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Pagamento;27/05/2024, 15:30:35
0001518-95.2010.8.05.0216;ProceComCiv;27/05/2024, 15:31:38;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;27/05/2024, 15:31:37
0001602-96.2010.8.05.0216;Interd;27/05/2024, 15:32:16;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, Idoso ou Vulnerável, UNIJUD;Interdição;27/05/2024, 15:32:16
0001792-59.2010.8.05.0216;ProceComCiv;27/05/2024, 15:33:39;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;27/05/2024, 15:33:38
0000104-23.2014.8.05.0216;Interd;27/05/2024, 15:34:09;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, Idoso ou Vulnerável, UNIJUD;Interdição;27/05/2024, 15:34:09
0000468-97.2011.8.05.0216;Interd;27/05/2024, 15:34:48;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, Idoso ou Vulnerável, UNIJUD;Interdição;27/05/2024, 15:34:48
0001837-58.2013.8.05.0216;ProceComCiv;27/05/2024, 15:35:42;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;27/05/2024, 15:35:42
0001807-23.2013.8.05.0216;ProceComCiv;27/05/2024, 15:36:18;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;27/05/2024, 15:36:18
0000977-91.2012.8.05.0216;Interd;27/05/2024, 15:36:55;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, Idoso ou Vulnerável, UNIJUD;Interdição;27/05/2024, 15:36:55
0000998-09.2008.8.05.0216;Usucap;27/05/2024, 15:37:45;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Aquisição;27/05/2024, 15:37:45
8000368-93.2017.8.05.0216;ProSum;27/05/2024, 15:52:29;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Irregularidade no atendimento;27/05/2024, 15:52:29
8000001-59.2023.8.05.0216;Desapr;28/05/2024, 08:21:04;Minutar ato de julgamento;Conclusos para julgamento;brbjus, digito 40-59;Desapropriação por Utilidade Pública / DL 3.365/1941;28/05/2024, 08:21:04
0000471-86.2010.8.05.0216;ArrSum;28/05/2024, 09:03:56;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, UNIJUD;Reconhecimento / Dissolução;28/05/2024, 09:03:56
0001670-41.2013.8.05.0216;ProceComCiv;28/05/2024, 09:41:06;Minutar ato de julgamento;Decorrido prazo de CESE - CENTRO DE ENSINO DE SAUDE EM ENFERMAGEM em 22/05/2024 23:59.;digito 40-59;Direito de Imagem;28/05/2024, 18:26:53
0000461-42.2010.8.05.0216;ProceComCiv;28/05/2024, 10:31:07;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;28/05/2024, 10:31:07
0000275-19.2010.8.05.0216;ProceComCiv;28/05/2024, 10:31:57;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;28/05/2024, 10:31:57
0000543-10.2009.8.05.0216;AlEsp;28/05/2024, 10:37:56;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Fixação;28/05/2024, 10:37:56
0000580-37.2009.8.05.0216;AlEsp;28/05/2024, 10:41:30;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, UNIJUD;Fixação;28/05/2024, 10:41:30
8000456-24.2023.8.05.0216;Interd;28/05/2024, 13:09:44;Minutar ato de julgamento;Juntada de Petição de petição;digito 20-39, Idoso ou Vulnerável;Curatela;07/06/2024, 10:22:20
8002140-81.2023.8.05.0216;ProceComCiv;28/05/2024, 17:37:01;Minutar ato de julgamento;Juntada de Petição de petição;Aposentadoria INSS, digito 80-99, Juízo 100% digital;Indenização por Dano Moral;12/06/2024, 12:33:08
8002141-66.2023.8.05.0216;ProceComCiv;28/05/2024, 17:37:34;Minutar ato de julgamento;Juntada de Petição de petição;Aposentadoria INSS, digito 60-79, Juízo 100% digital;Indenização por Dano Moral;21/08/2024, 16:11:30
0000598-58.2009.8.05.0216;ProceComCiv;29/05/2024, 09:12:17;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Inclusão Indevida em Cadastro de Inadimplentes;29/05/2024, 09:12:17
8001826-38.2023.8.05.0216;MSCiv;29/05/2024, 09:14:43;Minutar ato de julgamento;Decorrido prazo de ERMINIA ALVES DE OLIVEIRA em 10/05/2024 23:59.;digito 20-39;Acidente de Trânsito;30/05/2024, 18:41:40
0000055-16.2013.8.05.0216;ExeAli;29/05/2024, 11:20:37;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, UNIJUD;Fixação;29/05/2024, 11:20:37
0001447-54.2014.8.05.0216;ProceComCiv;02/06/2024, 23:52:20;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Direito de Imagem;02/06/2024, 23:52:20
8000031-07.2017.8.05.0216;ProceComCiv;03/06/2024, 00:05:51;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Apreensão;03/06/2024, 00:05:51
8000896-54.2022.8.05.0216;AlEsp;04/06/2024, 10:07:19;Minutar ato de julgamento;Conclusos para julgamento;CPF REU NULO, digito 40-59;Alimentos;04/06/2024, 10:07:19
8001616-21.2022.8.05.0216;PJEC;04/06/2024, 15:01:43;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, Juízo 100% digital;Acidente de Trânsito;04/06/2024, 15:01:43
0001217-17.2011.8.05.0216;ACPCiv;05/06/2024, 12:00:46;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Prestação de Contas;05/06/2024, 12:00:46
8000231-04.2023.8.05.0216;AlEsp;06/06/2024, 09:04:03;Minutar ato de julgamento;Conclusos para julgamento;AUDIÊNCIA DESIGNADA, CPF REU NULO, digito 00-19;Alimentos;06/06/2024, 09:04:03
8001615-02.2023.8.05.0216;ProceComCiv;06/06/2024, 09:07:39;Minutar ato de julgamento;Decorrido prazo de BANCO PAN S.A em 07/06/2024 23:59.;digito 00-19;Empréstimo consignado;10/06/2024, 20:24:57
8000337-97.2022.8.05.0216;PJEC;07/06/2024, 12:28:51;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Cartão de Crédito;07/06/2024, 12:28:50
0001662-30.2014.8.05.0216;ProceComCiv;07/06/2024, 13:45:09;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;Indenização por Dano Moral;07/06/2024, 13:45:09
8000851-84.2021.8.05.0216;PJEC;11/06/2024, 09:11:55;Minutar ato de julgamento;Conclusos para decisão;digito 80-99;Empréstimo consignado;19/06/2024, 10:46:57
0000527-56.2009.8.05.0216;AlEsp;12/06/2024, 12:45:51;Minutar ato de julgamento;Conclusos para julgamento;Carga, digito 40-59, UNIJUD;Fixação;12/06/2024, 12:45:51
0000844-54.2009.8.05.0216;Interdito;13/06/2024, 10:56:38;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Interdito Proibitório;13/06/2024, 10:56:38
8000689-21.2023.8.05.0216;DivLit;14/06/2024, 08:12:08;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;Dissolução;14/06/2024, 08:12:08
8001281-65.2023.8.05.0216;PetCiv;14/06/2024, 10:09:59;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Gratificações de Atividade;14/06/2024, 10:09:59
8001288-57.2023.8.05.0216;PetCiv;14/06/2024, 10:10:49;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Gratificações de Atividade;14/06/2024, 10:10:49
8000997-57.2023.8.05.0216;PetCiv;14/06/2024, 10:27:44;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Gratificações de Atividade;14/06/2024, 10:27:43
0000494-66.2009.8.05.0216;LiqArb;14/06/2024, 10:39:20;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Correção Monetária;14/06/2024, 10:39:20
0000643-57.2012.8.05.0216;RtMtPosse;14/06/2024, 11:02:37;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Posse;14/06/2024, 11:02:37
8000756-20.2022.8.05.0216;RSRRC;17/06/2024, 08:04:26;Minutar ato de julgamento;Decorrido prazo de MARIA CECILIA LUZ MENDES DOS SANTOS em 18/07/2024 23:59.;digito 20-39;Registro de nascimento após prazo legal;19/07/2024, 01:43:01
8000370-19.2024.8.05.0216;PetCiv;17/06/2024, 09:11:54;Minutar ato de julgamento;Juntada de Aviso de recebimento (AR);digito 00-19;Direito de Imagem;02/05/2024, 13:37:34
8000004-53.2019.8.05.0216;AlEsp;17/06/2024, 09:13:29;Minutar ato de julgamento;Decorrido prazo de JALDILENO BORGES DA CRUZ em 25/06/2024 23:59.;digito 40-59;Exoneração;26/06/2024, 02:17:45
8000270-64.2024.8.05.0216;BAAF;17/06/2024, 13:50:41;Minutar ato de julgamento;Juntada de Petição de petição;digito 60-79;Alienação Fiduciária;20/06/2024, 20:47:22
8000009-12.2018.8.05.0216;ProSum;17/06/2024, 17:14:52;Minutar ato de julgamento;Juntada de Petição de petição;digito 00-19;Indenização por Dano Moral;15/07/2024, 20:47:45
0001560-52.2007.8.05.0216;Usucap;18/06/2024, 09:12:58;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Usucapião da L 6.969/1981;18/06/2024, 09:12:58
0002090-56.2007.8.05.0216;ProceComCiv;18/06/2024, 10:08:24;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Direito de Imagem;18/06/2024, 10:08:24
0001658-27.2013.8.05.0216;DivLit;18/06/2024, 22:53:18;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, UNIJUD;Dissolução;18/06/2024, 22:53:18
8000509-05.2023.8.05.0216;PJEC;19/06/2024, 07:46:56;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19, Juízo 100% digital;Inclusão Indevida em Cadastro de Inadimplentes;19/06/2024, 07:46:56
8000335-59.2024.8.05.0216;AlEsp;19/06/2024, 07:50:25;Minutar ato de julgamento;Decorrido prazo de JOSE LUAN DA SILVA NASCIMENTO em 30/04/2024 23:59.;digito 40-59, Juízo 100% digital;Reconhecimento / Dissolução;03/08/2024, 14:53:22
8001144-54.2021.8.05.0216;DivLit;19/06/2024, 08:20:46;Minutar ato de julgamento;Conclusos para julgamento;CPF REU NULO, digito 40-59;Dissolução;19/06/2024, 08:20:46
8000782-23.2019.8.05.0216;ProceComCiv;19/06/2024, 08:26:45;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;Indenização por Dano Moral;19/06/2024, 08:26:45
8000485-50.2018.8.05.0216;ProceComCiv;19/06/2024, 09:37:31;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Reconhecimento / Dissolução;19/06/2024, 09:37:31
0000529-26.2009.8.05.0216;AlEsp;19/06/2024, 09:50:27;Minutar ato de julgamento;Decorrido prazo de LUCIANO SANTOS DA SILVA em 24/05/2024 23:59.;digito 20-39;Fixação;19/06/2024, 11:39:35
8000485-84.2017.8.05.0216;ProSum;19/06/2024, 10:24:52;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Direito de Imagem;19/06/2024, 10:24:52
8000244-76.2018.8.05.0216;EE;19/06/2024, 11:59:32;Minutar ato de julgamento;Conclusos para julgamento;COBRAR CUSTAS, digito 60-79;Efeito Suspensivo / Impugnação / Embargos à Execução;19/06/2024, 11:59:32
8002086-18.2023.8.05.0216;REUE;19/06/2024, 13:40:57;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Reconhecimento / Dissolução;19/06/2024, 13:40:57
8000519-20.2021.8.05.0216;ProceComCiv;19/06/2024, 14:32:01;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;IPTU/ Imposto Predial e Territorial Urbano;19/06/2024, 14:32:00
0001046-26.2012.8.05.0216;ProceComCiv;20/06/2024, 10:41:30;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;Inclusão Indevida em Cadastro de Inadimplentes;20/06/2024, 10:41:30
8000924-85.2023.8.05.0216;AlEsp;20/06/2024, 11:34:58;Minutar ato de julgamento;Ato ordinatório praticado;CPF REU NULO, digito 80-99;Alimentos;05/08/2024, 11:51:06
8000599-18.2020.8.05.0216;ProceComCiv;21/06/2024, 10:55:53;Minutar ato de julgamento;Conclusos para julgamento;Aposentadoria INSS, digito 00-19;Aposentadoria por Idade (Art. 48/51);21/06/2024, 10:55:53
8000281-30.2023.8.05.0216;ProceComCiv;21/06/2024, 11:50:22;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, Juízo 100% digital;Obrigação de Fazer / Não Fazer;21/06/2024, 11:50:22
0000897-59.2014.8.05.0216;ProceComCiv;21/06/2024, 12:56:48;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;21/06/2024, 12:56:48
0001230-11.2014.8.05.0216;ProceComCiv;24/06/2024, 22:27:04;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Fixação;24/06/2024, 22:27:04
0000156-87.2012.8.05.0216;ProceComCiv;25/06/2024, 08:41:08;Minutar ato de julgamento;Expedição de Certidão.;digito 80-99;Direito de Imagem;25/06/2024, 08:44:13
8000167-91.2023.8.05.0216;ProceComCiv;25/06/2024, 08:52:58;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99, Pensão INSS;Pensão por Morte (Art. 74/9);25/06/2024, 08:52:58
8000868-18.2024.8.05.0216;ProceComCiv;25/06/2024, 10:17:54;Minutar ato de julgamento;Decorrido prazo de BANCO PAN S.A em 21/05/2024 23:59.;digito 00-19;Empréstimo consignado;27/06/2024, 19:12:53
8000210-67.2019.8.05.0216;CumSen;25/06/2024, 22:57:20;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;;25/06/2024, 22:57:20
8000711-16.2022.8.05.0216;ProceComCiv;26/06/2024, 08:03:30;Minutar ato de julgamento;Conclusos para julgamento;AMBIENTAL, digito 00-19;Dano Ambiental;26/06/2024, 08:03:30
0001127-04.2014.8.05.0216;ProceComCiv;26/06/2024, 08:21:15;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Direito de Imagem;26/06/2024, 08:21:15
8000070-04.2017.8.05.0216;ProceComCiv;26/06/2024, 08:25:14;Minutar ato de julgamento;Juntada de Petição de petição;digito 00-19;Indenização por Dano Moral;26/06/2024, 09:26:10
8000853-20.2022.8.05.0216;ProceComCiv;26/06/2024, 10:18:39;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39, Juízo 100% digital;Capitalização / Anatocismo;26/06/2024, 10:18:39
8001915-61.2023.8.05.0216;AlEsp;26/06/2024, 13:12:46;Minutar ato de julgamento;Conclusos para julgamento;CPF REU NULO, digito 60-79;Alimentos;26/06/2024, 13:12:46
8000389-59.2023.8.05.0216;PJEC;26/06/2024, 23:19:36;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Empréstimo consignado;26/06/2024, 23:19:36
8000799-54.2022.8.05.0216;ProceComCiv;26/06/2024, 23:35:48;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Indenização por Dano Moral;26/06/2024, 23:35:48
8000515-85.2018.8.05.0216;ProceComCiv;27/06/2024, 10:44:50;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Indenização por Dano Moral;27/06/2024, 10:44:50
8000447-96.2022.8.05.0216;ProceComCiv;27/06/2024, 10:53:15;Minutar ato de julgamento;Decorrido prazo de ADEMIR ALEXANDRE ALVES em 11/07/2024 23:59.;digito 80-99;Indenização por Dano Moral;14/07/2024, 03:21:45
8000839-41.2019.8.05.0216;Interd;27/06/2024, 11:41:00;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, Idoso ou Vulnerável;Capacidade;27/06/2024, 11:41:00
8000029-27.2023.8.05.0216;ProceComCiv;28/06/2024, 10:47:54;Minutar ato de julgamento;Decorrido prazo de ESTADO DA BAHIA em 09/07/2024 23:59.;digito 20-39, Juízo 100% digital;Obrigação de Fazer / Não Fazer;10/07/2024, 07:58:53
8000447-28.2024.8.05.0216;PetCiv;28/06/2024, 10:58:37;Minutar ato de julgamento;Decorrido prazo de MUNICIPIO DE RIO REAL em 10/07/2024 23:59.;digito 20-39, SAUDE;Tratamento Domiciliar (Home Care);12/07/2024, 00:55:07
8000849-80.2022.8.05.0216;ProceComCiv;28/06/2024, 12:17:32;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Indenização por Dano Moral;28/06/2024, 12:17:32
8000454-64.2017.8.05.0216;Usucap;28/06/2024, 12:53:15;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Usucapião Extraordinária;28/06/2024, 12:53:15
0001459-68.2014.8.05.0216;ProceComCiv;28/06/2024, 13:26:01;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Inclusão Indevida em Cadastro de Inadimplentes;28/06/2024, 13:26:01
8000262-58.2022.8.05.0216;PJEC;02/07/2024, 23:54:30;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Correção Monetária;02/07/2024, 23:54:30
8001392-83.2022.8.05.0216;BAAF;03/07/2024, 14:16:27;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Alienação Fiduciária;03/07/2024, 14:16:27
8001045-79.2024.8.05.0216;Duvida;04/07/2024, 12:36:36;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Bloqueio de Matrícula;04/07/2024, 12:36:36
8001441-27.2022.8.05.0216;PetCiv;05/07/2024, 08:23:24;Minutar ato de julgamento;Decorrido prazo de TELEFONICA BRASIL S.A. em 10/07/2024 23:59.;digito 20-39;Indenização por Dano Moral;12/07/2024, 00:53:37
8000573-83.2021.8.05.0216;ProceComCiv;05/07/2024, 09:26:44;Minutar ato de julgamento;Conclusos para julgamento;;Empréstimo consignado;05/07/2024, 09:26:44
8000272-10.2019.8.05.0216;ProceComCiv;08/07/2024, 10:49:03;Minutar ato de julgamento;Juntada de alvará;brbjus, digito 00-19;Indenização por Dano Moral;16/07/2024, 11:59:46
8000595-49.2018.8.05.0216;ProceComCiv;08/07/2024, 11:50:16;Minutar ato de julgamento;Decorrido prazo de JOANDERSON RIBEIRO DE JESUS - ME em 12/07/2024 23:59.;digito 40-59;Indenização por Dano Moral;13/07/2024, 04:12:59
8000019-46.2024.8.05.0216;ExeAliIJ;08/07/2024, 12:20:27;Minutar ato de julgamento;Conclusos para julgamento;CPF REU NULO, digito 40-59;Alimentos;08/07/2024, 12:20:27
8000196-44.2023.8.05.0216;AlEsp;09/07/2024, 11:59:02;Minutar ato de julgamento;Decorrido prazo de Delson Barbosa da Silva em 11/07/2024 23:59.;CPF REU NULO, digito 40-59;Alimentos;12/07/2024, 21:09:19
0001314-12.2014.8.05.0216;ProceComCiv;09/07/2024, 12:36:30;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Indenização por Dano Moral;09/07/2024, 12:36:30
8000867-33.2024.8.05.0216;PetCiv;11/07/2024, 14:27:56;Minutar ato de julgamento;Decorrido prazo de MAURICIO CESAR LIMA VIEIRA em 12/07/2024 23:59.;digito 20-39;Obrigação de Fazer / Não Fazer;23/07/2024, 19:39:33
8001233-77.2021.8.05.0216;PJEC;12/07/2024, 11:01:21;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Direito de Imagem;12/07/2024, 11:01:21
8000567-42.2022.8.05.0216;RtMtPosse;15/07/2024, 12:55:17;Minutar ato de julgamento;Decorrido prazo de ALEX DOS SANTOS RODRIGUES em 10/06/2024 23:59.;digito 40-59;Esbulho / Turbação / Ameaça;16/07/2024, 04:12:22
8001151-12.2022.8.05.0216;AlEsp;16/07/2024, 11:29:40;Minutar ato de julgamento;Decorrido prazo de JOSEVAL DOS SANTOS FILHO em 19/07/2024 23:59.;CPF REU NULO, digito 00-19;Alimentos;24/07/2024, 20:39:39
8000483-41.2022.8.05.0216;PJEC;16/07/2024, 14:02:50;Minutar ato de julgamento;Conclusos para julgamento; INCLUI  em pauta de audiência UNA de CONCILIAÇÃO e INSTRUÇÃO., digito 40-59;Indenização por Dano Moral;16/07/2024, 14:02:50
8000124-91.2022.8.05.0216;PetCiv;17/07/2024, 10:08:07;Minutar ato de julgamento;Conclusos para julgamento;digito 80-99;Compra e Venda;17/07/2024, 10:08:06
0000173-65.2008.8.05.0216;AlEsp;17/07/2024, 11:10:31;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Oferta;17/07/2024, 11:10:31
8000634-36.2024.8.05.0216;ProceComCiv;17/07/2024, 11:47:53;Minutar ato de julgamento;Decorrido prazo de ESTADO DA BAHIA em 24/04/2024 23:59.;digito 20-39, Juízo 100% digital;Concessão;17/07/2024, 17:06:15
0001453-08.2007.8.05.0216;ACPCiv;17/07/2024, 12:26:01;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Tutela Inibitória (Obrigação de Fazer e Não Fazer);17/07/2024, 12:26:00
8000167-72.2015.8.05.0216;ProceComCiv;18/07/2024, 11:54:14;Minutar ato de julgamento;Decorrido prazo de JERONIMO DOS SANTOS CONCEICAO em 23/07/2024 23:59.;digito 60-79;Indenização por Dano Material;24/07/2024, 05:19:08
8000341-03.2023.8.05.0216;ProceComCiv;18/07/2024, 12:58:31;Minutar ato de julgamento;Juntada de Petição de petição;digito 00-19;Inclusão Indevida em Cadastro de Inadimplentes;22/08/2024, 18:54:26
0000258-07.2015.8.05.0216;ProceComCiv;19/07/2024, 12:41:46;Minutar ato de julgamento;Decorrido prazo de JOAO BELARMINO DOS SANTOS em 26/04/2024 23:59.;digito 00-19;Indenização por Dano Moral;21/07/2024, 04:57:24
0001592-52.2010.8.05.0216;ProceComCiv;19/07/2024, 13:36:36;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59, UNIJUD;Inclusão Indevida em Cadastro de Inadimplentes;19/07/2024, 13:36:36
8000050-42.2019.8.05.0216;AlEsp;22/07/2024, 08:50:09;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Fixação;22/07/2024, 08:50:08
8000595-10.2022.8.05.0216;ProceComCiv;22/07/2024, 14:07:32;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Acidente de Trânsito;22/07/2024, 14:07:32
8000787-06.2023.8.05.0216;REUE;22/07/2024, 14:43:24;Minutar ato de julgamento;Conclusos para julgamento;digito 00-19;Partilha;22/07/2024, 14:43:24
0000055-79.2014.8.05.0216;ProceComCiv;23/07/2024, 10:58:49;Minutar ato de julgamento;Conclusos para julgamento;digito 60-79;Oferta;23/07/2024, 10:58:49
8000362-23.2016.8.05.0216;ProceComCiv;23/07/2024, 11:46:36;Minutar ato de julgamento;Decorrido prazo de LEONILDO MANGABEIRA COSTA em 23/07/2024 23:59.;digito 20-39;Honorários Advocatícios em Execução Contra a Fazenda Pública;24/07/2024, 05:19:26
8001436-68.2023.8.05.0216;PetCiv;26/07/2024, 11:43:15;Minutar ato de julgamento;Decorrido prazo de ANTONIO DE JESUS em 18/07/2024 23:59.;digito 60-79;Indenização por Dano Moral;26/07/2024, 21:43:47
0001377-37.2014.8.05.0216;ProceComCiv;29/07/2024, 11:41:07;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;ICMS / Incidência Sobre o Ativo Fixo;29/07/2024, 11:41:07
0000223-47.2015.8.05.0216;ExTiEx;29/07/2024, 13:29:37;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Duplicata;29/07/2024, 13:29:36
8000038-52.2024.8.05.0216;PetCiv;31/07/2024, 08:56:41;Minutar ato de julgamento;Conclusos para julgamento;Aposentadoria INSS, digito 40-59;Indenização por Dano Moral;31/07/2024, 08:56:41
8000602-41.2018.8.05.0216;ExTiEx;31/07/2024, 10:21:32;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Cessão de créditos não-tributários;31/07/2024, 10:21:32
8001153-45.2023.8.05.0216;ProceComCiv;31/07/2024, 13:34:37;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Bancários;31/07/2024, 13:34:37
8000939-20.2024.8.05.0216;ProceComCiv;06/08/2024, 13:26:48;Minutar ato de julgamento;Conclusos para julgamento;digito 20-39;Desconto em folha de pagamento;06/08/2024, 13:26:48
8001061-33.2024.8.05.0216;ProceComCiv;06/08/2024, 13:28:51;Minutar ato de julgamento;Decorrido prazo de LEONIO LIRA DOS SANTOS em 07/08/2024 23:59.;digito 20-39;Inclusão Indevida em Cadastro de Inadimplentes;10/08/2024, 04:28:31
8000496-69.2024.8.05.0216;AlEsp;07/08/2024, 20:54:21;Minutar ato de julgamento;Conclusos para julgamento;CPF REU NULO, digito 60-79;Fixação;07/08/2024, 20:54:21
8001605-55.2023.8.05.0216;DivLit;07/08/2024, 21:41:13;Minutar ato de julgamento;Conclusos para julgamento;digito 40-59;Dissolução;07/08/2024, 21:41:12
